run,algo,seed,beta,kappa_target,test_reward,test_kl_uniform,rank
0,dpo,1,0.8392322540283204,0.2,0.5047717690467834,0.20240207016468048,1
1,smsspo,2,0.24686901092529295,0.2,0.5700591206550598,0.20147350430488586,1
3,pspo,4,0.5058610534667969,0.2,0.527847409248352,0.19835717976093292,1
5,sft,6,0.5035724639892578,0.2,0.5699280500411987,0.2011967897415161,1
6,espo,7,0.5346591377258301,0.2,0.5363380908966064,0.19736666977405548,1
8,dpo,9,0.9208586120605466,0.2,0.5422717928886414,0.2011527717113495,1
9,smsspo,10,0.23933573722839352,0.2,0.517339825630188,0.19958992302417755,1
11,pspo,12,0.4089774322509766,0.2,0.5495389699935913,0.20216229557991028,1
13,sft,14,0.4650478744506835,0.2,0.5462726354598999,0.20270206034183502,1
14,espo,15,0.5256954956054687,0.2,0.5516868829727173,0.19974859058856964,1
16,dpo,17,0.9731147384643555,0.2,0.5655952095985413,0.20511195063591003,1
17,smsspo,18,0.24095682144165037,0.2,0.5767815709114075,0.19812491536140442,1
19,pspo,20,0.48068656921386715,0.2,0.5545856356620789,0.197555273771286,1
